InternalId;StatusName;LoadDate
73;New;2024-07-19 12:00:00.000
74;New;2024-07-24 13:00:00.000
74;Handed to courier;2024-07-25 12:51:06.000
74;In Progress;2024-07-27 10:21:28.000
74;Done;2024-07-27 21:04:53.000
75;New;2024-07-23 18:00:00.000
75;Handed to courier;2024-07-23 18:02:06.000
75;In Progress;2024-07-25 04:35:38.000
75;Done;2024-07-25 23:41:30.000
76;New;2024-07-21 12:00:00.000
76;Handed to courier;2024-07-21 22:33:41.000
76;In Progress;2024-07-25 05:04:38.000
76;Done;2024-07-27 10:55:21.000
77;New;2024-07-18 18:00:00.000
77;Handed to courier;2024-07-18 19:01:58.000
77;Done;2024-07-19 11:54:04.000
78;New;2024-07-17 18:00:00.000
79;New;2024-07-19 12:00:00.000
79;Handed to courier;2024-07-20 11:23:08.000
79;Done;2024-07-20 11:14:16.000
80;New;2024-07-19 13:00:00.000
80;Handed to courier;2024-07-21 01:23:07.000
80;In Progress;2024-07-22 02:05:50.000
80;Done;2024-07-22 20:52:27.000
81;New;2024-07-17 18:00:00.000
81;Handed to courier;2024-07-19 07:03:41.000
81;In Progress;2024-07-20 07:24:21.000
81;Cancelled;2024-07-19 22:26:34.000
82;New;2024-07-23 13:00:00.000
82;Handed to courier;2024-07-23 16:51:45.000
82;In Progress;2024-07-25 22:54:27.000
82;Cancelled;2024-07-25 13:00:09.000
83;New;2024-07-19 18:00:00.000
83;Handed to courier;2024-07-20 01:40:19.000
83;In Progress;2024-07-20 16:43:55.000
83;Done;2024-07-21 01:34:42.000
84;New;2024-07-29 15:00:00.000
85;New;2024-07-26 15:00:00.000
85;Handed to courier;2024-07-26 20:00:08.000
85;Done;2024-07-27 19:26:27.000
86;New;2024-07-15 14:00:00.000
86;Handed to courier;2024-07-16 16:39:09.000
86;Cancelled;2024-07-17 15:54:46.000
87;New;2024-07-14 14:00:00.000
87;Handed to courier;2024-07-15 07:12:31.000
87;Done;2024-07-17 09:18:26.000
88;New;2024-07-15 18:30:00.000
89;New;2024-07-13 18:30:00.000
89;Handed to courier;2024-07-13 22:18:54.000
89;Done;2024-07-14 07:10:02.000
90;New;2024-07-10 12:30:00.000
90;Handed to courier;2024-07-11 11:08:26.000
91;New;2024-07-10 12:30:00.000
92;New;2024-07-08 17:30:00.000
92;Handed to courier;2024-07-09 08:33:43.000
92;In Progress;2024-07-11 12:51:53.000
93;New;2024-07-10 12:30:00.000
93;Handed to courier;2024-07-11 05:20:18.000
93;In Progress;2024-07-13 21:24:40.000
93;Cancelled;2024-07-15 08:39:18.000
94;New;2024-07-09 17:30:00.000
94;Handed to courier;2024-07-09 17:46:07.000
95;New;2024-07-08 12:30:00.000
95;Handed to courier;2024-07-08 12:33:50.000
95;In Progress;2024-07-10 06:20:57.000
95;Done;2024-07-10 22:05:38.000
96;New;2024-06-30 15:00:00.000
96;Handed to courier;2024-06-30 16:52:41.000
96;Done;2024-07-01 08:53:03.000
97;New;2024-07-14 12:00:00.000
97;Handed to courier;2024-07-14 14:41:26.000
97;Done;2024-07-16 20:31:42.000
98;New;2024-07-02 10:00:00.000
98;Handed to courier;2024-07-03 06:17:11.000
98;Done;2024-07-02 12:32:07.000
99;New;2024-07-07 09:00:00.000
100;New;2024-07-08 20:00:00.000
101;New;2024-07-04 09:00:00.000
101;Handed to courier;2024-07-04 13:14:42.000
101;Cancelled;2024-07-05 04:22:57.000
102;New;2024-07-05 17:30:00.000
102;Handed to courier;2024-07-07 04:04:10.000
102;Done;2024-07-08 12:05:11.000
103;New;2024-06-30 17:00:00.000
103;Handed to courier;2024-07-01 03:39:31.000
103;In Progress;2024-07-01 15:57:43.000
104;New;2024-07-06 17:00:00.000
104;Handed to courier;2024-07-07 06:26:46.000
105;New;2024-07-06 10:00:00.000
105;Handed to courier;2024-07-06 20:30:19.000
105;Done;2024-07-06 14:34:09.000
106;New;2024-06-27 09:00:00.000
106;Handed to courier;2024-06-27 10:51:06.000
106;In Progress;2024-06-27 16:34:16.000
106;Done;2024-06-27 14:24:08.000
107;New;2024-07-03 17:00:00.000
107;Handed to courier;2024-07-04 07:38:24.000
107;Done;2024-07-03 20:15:56.000
108;New;2024-07-03 17:00:00.000
109;New;2024-06-28 17:00:00.000
109;Handed to courier;2024-06-29 01:40:19.000
109;In Progress;2024-06-29 03:59:28.000
109;Done;2024-06-29 01:46:15.000
110;New;2024-06-30 18:00:00.000
110;Handed to courier;2024-06-30 23:25:26.000
110;Done;2024-07-01 21:39:55.000
111;New;2024-06-29 16:00:00.000
111;Handed to courier;2024-07-01 06:30:08.000
111;Cancelled;2024-07-02 13:42:54.000
112;New;2024-06-28 15:00:00.000
113;New;2024-06-28 15:00:00.000
113;Handed to courier;2024-06-30 00:26:36.000
113;In Progress;2024-07-01 13:01:03.000
113;Done;2024-07-02 11:23:01.000
114;New;2024-06-28 18:00:00.000
114;Handed to courier;2024-06-29 06:28:54.000
114;In Progress;2024-06-29 05:10:23.000
114;Done;2024-06-30 21:27:26.000
115;New;2024-06-27 17:00:00.000
115;Handed to courier;2024-06-27 20:04:36.000
115;Done;2024-06-29 11:54:09.000
116;New;2024-06-25 15:00:00.000
116;Handed to courier;2024-06-26 07:48:55.000
117;New;2024-06-30 16:00:00.000
117;Handed to courier;2024-07-02 07:36:07.000
118;New;2024-06-30 18:30:00.000
119;New;2024-06-26 18:30:00.000
119;Handed to courier;2024-06-27 02:48:11.000
119;In Progress;2024-06-29 17:08:57.000
120;New;2024-06-23 12:00:00.000
120;Handed to courier;2024-06-24 10:40:44.000
120;In Progress;2024-06-26 08:10:46.000
120;Done;2024-06-26 21:52:56.000
121;New;2024-06-27 12:00:00.000
121;Handed to courier;2024-06-29 00:29:17.000
121;In Progress;2024-06-29 22:56:36.000
121;Done;2024-06-29 19:15:23.000
122;New;2024-06-27 09:00:00.000
123;New;2024-06-20 12:00:00.000
123;Handed to courier;2024-06-20 21:29:02.000
123;In Progress;2024-06-22 19:40:18.000
124;New;2024-06-23 12:00:00.000
124;Handed to courier;2024-06-23 19:41:11.000
124;In Progress;2024-06-25 00:07:21.000
124;Done;2024-06-26 10:08:07.000
125;New;2024-06-25 18:00:00.000
125;Handed to courier;2024-06-26 10:44:55.000
126;New;2024-06-19 18:00:00.000
126;Handed to courier;2024-06-20 14:04:33.000
126;Done;2024-06-21 05:01:29.000
127;New;2024-06-22 12:00:00.000
127;Handed to courier;2024-06-23 14:23:56.000
127;In Progress;2024-06-25 05:01:31.000
127;Done;2024-06-25 15:52:40.000
128;New;2024-06-19 17:00:00.000
129;New;2024-06-17 17:00:00.000
129;Handed to courier;2024-06-17 17:11:57.000
129;In Progress;2024-06-20 23:17:05.000
130;New;2024-06-16 12:00:00.000
130;Handed to courier;2024-06-17 08:05:21.000
130;In Progress;2024-06-18 14:34:17.000
131;New;2024-06-16 12:00:00.000
131;Handed to courier;2024-06-17 07:05:06.000
131;Done;2024-06-18 03:34:50.000
132;New;2024-06-18 11:00:00.000
132;Handed to courier;2024-06-18 21:39:09.000
132;Cancelled;2024-06-20 06:54:08.000
133;New;2024-06-10 19:00:00.000
133;Handed to courier;2024-06-11 15:56:04.000
134;New;2024-06-07 18:00:00.000
134;Handed to courier;2024-06-08 03:11:54.000
134;Done;2024-06-10 05:24:57.000
135;New;2024-05-31 10:00:00.000
135;Handed to courier;2024-06-01 08:41:54.000
135;Done;2024-06-04 02:07:35.000
136;New;2024-06-12 11:20:00.000
137;New;2024-06-12 15:00:00.000
137;Handed to courier;2024-06-13 13:34:13.000
138;New;2024-06-16 16:00:00.000
138;Handed to courier;2024-06-17 02:51:45.000
138;Done;2024-06-17 08:33:22.000
139;New;2024-06-10 15:00:00.000
140;New;2024-06-14 18:00:00.000
140;Handed to courier;2024-06-15 12:24:05.000
140;In Progress;2024-06-16 20:33:15.000
141;New;2024-06-17 14:00:00.000
142;New;2024-06-09 18:00:00.000
142;Handed to courier;2024-06-09 22:08:34.000
142;Done;2024-06-12 08:17:10.000
143;New;2024-06-13 11:20:00.000
143;Handed to courier;2024-06-13 22:49:23.000
143;In Progress;2024-06-13 13:22:38.000
143;Done;2024-06-14 02:46:47.000
144;New;2024-06-13 19:00:00.000
144;Handed to courier;2024-06-15 10:25:28.000
144;In Progress;2024-06-15 19:28:02.000
144;Done;2024-06-16 23:04:47.000
145;New;2024-06-09 18:00:00.000
145;Handed to courier;2024-06-10 10:55:39.000
145;In Progress;2024-06-12 12:05:19.000
145;Done;2024-06-13 08:51:57.000
146;New;2024-06-07 12:00:00.000
146;Handed to courier;2024-06-08 15:28:33.000
146;Done;2024-06-10 10:10:23.000
147;New;2024-06-07 10:45:00.000
147;Handed to courier;2024-06-08 07:57:01.000
147;Done;2024-06-08 00:24:01.000
148;New;2024-06-09 10:45:00.000
149;New;2024-06-03 17:00:00.000
149;Handed to courier;2024-06-04 18:00:18.000
149;In Progress;2024-06-06 13:25:22.000
149;Done;2024-06-07 02:46:23.000
150;New;2024-06-08 12:00:00.000
150;Handed to courier;2024-06-08 16:44:12.000
150;In Progress;2024-06-08 13:38:17.000
150;Done;2024-06-08 15:37:04.000
151;New;2024-06-08 20:00:00.000
151;Handed to courier;2024-06-09 07:15:29.000
151;Done;2024-06-10 16:29:59.000
152;New;2024-06-04 20:00:00.000
152;Handed to courier;2024-06-05 07:21:18.000
152;In Progress;2024-06-07 21:00:05.000
153;New;2024-06-04 17:00:00.000
153;Handed to courier;2024-06-05 08:22:59.000
153;In Progress;2024-06-05 20:00:22.000
153;Done;2024-06-06 23:02:17.000
154;New;2024-06-06 10:00:00.000
154;Handed to courier;2024-06-06 16:14:35.000
155;New;2024-06-02 19:30:00.000
155;Handed to courier;2024-06-02 19:43:05.000
155;Done;2024-06-04 21:31:25.000
156;New;2024-06-06 16:00:00.000
156;Handed to courier;2024-06-07 01:00:50.000
157;New;2024-06-02 16:00:00.000
157;Handed to courier;2024-06-02 18:34:49.000
158;New;2024-06-04 10:00:00.000
158;Handed to courier;2024-06-04 10:05:39.000
158;Done;2024-06-07 02:34:08.000
159;New;2024-06-03 19:30:00.000
159;Handed to courier;2024-06-04 14:35:14.000
159;In Progress;2024-06-04 17:54:33.000
160;New;2024-06-03 10:00:00.000
160;Handed to courier;2024-06-05 03:57:13.000
160;Done;2024-06-06 09:09:46.000
161;New;2024-05-31 12:00:00.000
161;Handed to courier;2024-06-01 22:49:22.000
162;New;2024-05-27 15:00:00.000
162;Handed to courier;2024-05-28 12:19:27.000
162;In Progress;2024-05-27 16:06:48.000
162;Done;2024-05-29 15:40:09.000
163;New;2024-05-31 12:00:00.000
164;New;2024-05-27 17:00:00.000
164;Handed to courier;2024-05-28 07:45:48.000
164;In Progress;2024-05-28 23:20:39.000
164;Done;2024-05-30 11:56:06.000
165;New;2024-05-28 17:00:00.000
166;New;2024-05-30 15:00:00.000
166;Handed to courier;2024-05-31 09:23:42.000
166;In Progress;2024-06-01 15:59:41.000
166;Cancelled;2024-06-03 19:18:18.000
167;New;2024-05-23 19:00:00.000
167;Handed to courier;2024-05-24 04:44:41.000
167;In Progress;2024-05-25 14:29:12.000
167;Done;2024-05-26 18:33:32.000
168;New;2024-05-17 12:00:00.000
168;Handed to courier;2024-05-17 23:13:05.000
168;In Progress;2024-05-21 03:28:20.000
168;Done;2024-05-21 19:52:06.000
169;New;2024-05-29 14:00:00.000
169;Handed to courier;2024-05-31 12:40:46.000
169;In Progress;2024-06-01 06:36:47.000
169;Done;2024-06-01 09:49:24.000
170;New;2024-05-22 19:00:00.000
170;Handed to courier;2024-05-22 19:46:50.000
171;New;2024-05-28 19:00:00.000
171;Handed to courier;2024-05-28 20:28:51.000
171;In Progress;2024-05-29 09:06:07.000
172;New;2024-05-21 18:30:00.000
172;Handed to courier;2024-05-22 16:30:12.000
172;In Progress;2024-05-21 23:57:28.000
172;Done;2024-05-22 05:50:35.000
173;New;2024-05-25 18:00:00.000
173;Handed to courier;2024-05-26 15:32:53.000
173;Done;2024-05-28 01:46:24.000
174;New;2024-05-23 18:00:00.000
174;Handed to courier;2024-05-25 13:23:15.000
174;Done;2024-05-26 03:42:12.000
175;New;2024-05-21 18:30:00.000
176;New;2024-05-17 16:00:00.000
177;New;2024-05-18 12:00:00.000
177;Handed to courier;2024-05-19 05:47:55.000
177;Done;2024-05-20 16:47:30.000
178;New;2024-05-23 16:00:00.000
178;Handed to courier;2024-05-23 21:14:15.000
178;In Progress;2024-05-24 07:38:45.000
178;Done;2024-05-24 20:48:12.000
179;New;2024-05-21 12:00:00.000
179;Handed to courier;2024-05-21 15:21:05.000
179;In Progress;2024-05-24 20:43:22.000
180;New;2024-05-20 12:00:00.000
180;Handed to courier;2024-05-20 15:45:59.000
180;Done;2024-05-21 13:49:57.000
181;New;2024-05-15 17:15:00.000
182;New;2024-05-14 17:30:00.000
182;Handed to courier;2024-05-15 13:34:10.000
182;In Progress;2024-05-14 22:14:31.000
182;Done;2024-05-17 15:03:02.000
183;New;2024-05-19 17:15:00.000
184;New;2024-05-14 11:00:00.000
184;Handed to courier;2024-05-15 08:26:03.000
185;New;2024-05-15 13:00:00.000
185;Handed to courier;2024-05-15 19:06:03.000
185;Cancelled;2024-05-16 10:56:53.000
186;New;2024-05-19 17:30:00.000
187;New;2024-05-15 11:00:00.000
187;Handed to courier;2024-05-16 03:55:38.000
187;In Progress;2024-05-17 17:56:27.000
187;Done;2024-05-17 21:58:43.000
188;New;2024-05-15 18:00:00.000
189;New;2024-05-15 11:00:00.000
189;Handed to courier;2024-05-15 22:02:48.000
189;Done;2024-05-15 18:30:52.000
190;New;2024-05-09 10:00:00.000
190;Handed to courier;2024-05-10 12:35:44.000
190;In Progress;2024-05-12 06:37:29.000
190;Done;2024-05-11 19:04:43.000
191;New;2024-05-13 13:00:00.000
191;Handed to courier;2024-05-14 07:31:34.000
191;In Progress;2024-05-14 10:01:28.000
192;New;2024-05-16 11:00:00.000
193;New;2024-05-10 10:00:00.000
193;Handed to courier;2024-05-10 16:49:51.000
193;Done;2024-05-13 21:09:36.000
194;New;2024-05-07 21:00:00.000
194;Handed to courier;2024-05-08 03:14:22.000
194;Done;2024-05-10 20:54:05.000
195;New;2024-04-26 13:00:00.000
195;Handed to courier;2024-04-26 23:03:48.000
195;Done;2024-04-28 12:16:48.000
196;New;2024-05-06 21:00:00.000
196;Handed to courier;2024-05-07 11:55:03.000
196;Done;2024-05-07 21:13:39.000
197;New;2024-05-06 16:00:00.000
197;Handed to courier;2024-05-06 16:22:48.000
197;In Progress;2024-05-07 21:16:46.000
197;Done;2024-05-09 18:00:12.000
198;New;2024-05-06 10:00:00.000
198;Handed to courier;2024-05-07 04:34:19.000
198;In Progress;2024-05-09 02:37:37.000
198;Done;2024-05-10 10:17:25.000
199;New;2024-05-04 20:00:00.000
199;Handed to courier;2024-05-05 11:05:33.000
199;In Progress;2024-05-07 11:44:32.000
199;Cancelled;2024-05-08 13:27:23.000
200;New;2024-05-07 18:00:00.000
200;Handed to courier;2024-05-08 17:25:15.000
200;Done;2024-05-08 19:31:30.000
201;New;2024-05-09 14:20:00.000
201;Handed to courier;2024-05-10 08:35:13.000
201;Done;2024-05-09 23:03:00.000
202;New;2024-05-05 20:00:00.000
203;New;2024-05-09 16:00:00.000
203;Handed to courier;2024-05-10 13:03:40.000
203;In Progress;2024-05-10 03:04:10.000
203;Done;2024-05-10 02:55:03.000
204;New;2024-05-03 14:20:00.000
204;Handed to courier;2024-05-04 13:11:39.000
204;Cancelled;2024-05-05 23:43:01.000
205;New;2024-05-04 11:00:00.000
206;New;2024-05-07 18:00:00.000
206;Handed to courier;2024-05-08 11:28:24.000
206;In Progress;2024-05-08 06:29:31.000
206;Done;2024-05-08 05:33:26.000
207;New;2024-05-04 11:00:00.000
208;New;2024-05-04 10:00:00.000
208;Handed to courier;2024-05-04 22:31:05.000
208;In Progress;2024-05-06 15:12:27.000
208;Done;2024-05-07 05:29:37.000
209;New;2024-05-06 10:00:00.000
209;Handed to courier;2024-05-08 03:15:12.000
209;In Progress;2024-05-09 00:38:27.000
209;Done;2024-05-08 22:20:06.000
210;New;2024-05-02 10:00:00.000
210;Handed to courier;2024-05-03 06:02:02.000
210;Done;2024-05-03 07:46:09.000
211;New;2024-05-02 10:00:00.000
211;Handed to courier;2024-05-02 21:01:20.000
211;Done;2024-05-03 11:26:59.000
212;New;2024-05-07 14:00:00.000
212;Handed to courier;2024-05-08 01:51:08.000
212;In Progress;2024-05-09 14:58:31.000
212;Done;2024-05-10 18:54:55.000
213;New;2024-05-05 16:00:00.000
213;Handed to courier;2024-05-06 03:44:34.000
213;In Progress;2024-05-06 15:33:34.000
213;Done;2024-05-07 22:14:17.000
214;New;2024-05-03 10:00:00.000
214;Handed to courier;2024-05-04 15:02:40.000
214;In Progress;2024-05-06 03:28:15.000
215;New;2024-05-01 15:00:00.000
215;Handed to courier;2024-05-02 00:01:27.000
215;In Progress;2024-05-02 22:40:27.000
216;New;2024-04-27 13:00:00.000
216;Handed to courier;2024-04-27 15:57:00.000
217;New;2024-04-30 11:00:00.000
217;Handed to courier;2024-05-01 07:10:45.000
217;Done;2024-04-30 13:47:27.000
218;New;2024-05-03 13:00:00.000
218;Handed to courier;2024-05-04 03:35:34.000
218;In Progress;2024-05-04 06:38:50.000
219;New;2024-04-28 10:00:00.000
219;Handed to courier;2024-04-29 00:35:45.000
219;Done;2024-04-29 04:10:42.000
220;New;2024-04-27 22:00:00.000
221;New;2024-04-26 10:00:00.000
221;Handed to courier;2024-04-27 16:30:59.000
221;In Progress;2024-04-29 19:16:56.000
221;Done;2024-04-30 17:06:01.000
222;New;2024-04-13 20:00:00.000
222;Handed to courier;2024-04-14 17:13:38.000
223;New;2024-04-30 10:00:00.000
223;Handed to courier;2024-05-02 00:42:58.000
223;In Progress;2024-05-02 23:22:20.000
223;Done;2024-05-04 16:56:13.000
224;New;2024-04-26 11:00:00.000
224;Handed to courier;2024-04-26 17:47:42.000
224;In Progress;2024-04-26 22:13:46.000
224;Done;2024-04-27 18:43:22.000
225;New;2024-04-17 20:00:00.000
225;Handed to courier;2024-04-18 18:32:15.000
225;Done;2024-04-19 01:44:12.000
226;New;2024-04-22 10:00:00.000
226;Handed to courier;2024-04-23 06:14:24.000
226;Done;2024-04-22 20:48:49.000
227;New;2024-04-18 09:00:00.000
227;Handed to courier;2024-04-19 05:28:21.000
227;In Progress;2024-04-19 23:45:40.000
228;New;2024-04-15 19:00:00.000
228;Handed to courier;2024-04-16 07:52:03.000
228;Done;2024-04-16 20:09:56.000
229;New;2024-04-24 13:00:00.000
229;Handed to courier;2024-04-24 20:35:45.000
229;In Progress;2024-04-26 11:33:31.000
229;Done;2024-04-28 00:49:04.000
230;New;2024-04-27 11:00:00.000
230;Handed to courier;2024-04-27 13:33:27.000
230;In Progress;2024-04-28 23:50:30.000
230;Done;2024-04-30 15:54:48.000
231;New;2024-04-24 11:00:00.000
231;Handed to courier;2024-04-25 19:29:37.000
231;Done;2024-04-26 15:19:21.000
232;New;2024-04-22 10:00:00.000
232;Handed to courier;2024-04-22 19:40:56.000
232;Done;2024-04-24 01:04:09.000
233;New;2024-04-22 19:00:00.000
234;New;2024-04-21 19:00:00.000
234;Handed to courier;2024-04-23 11:53:27.000
234;In Progress;2024-04-24 14:17:12.000
235;New;2024-04-23 18:00:00.000
235;Handed to courier;2024-04-24 11:39:01.000
235;In Progress;2024-04-23 21:48:30.000
235;Done;2024-04-25 03:17:24.000
236;New;2024-04-18 17:10:00.000
236;Handed to courier;2024-04-19 05:01:17.000
236;In Progress;2024-04-20 13:50:11.000
236;Done;2024-04-21 15:32:43.000
237;New;2024-04-23 11:00:00.000
237;Handed to courier;2024-04-23 21:13:09.000
237;Done;2024-04-23 13:40:12.000
238;New;2024-04-18 09:00:00.000
238;Handed to courier;2024-04-19 00:14:30.000
238;In Progress;2024-04-20 04:24:00.000
